word,type,inflections,freq,french,sentence
celebration,noun,"celebration, celebrations",73,célébration,The graduation ceremony was a joyous celebration for the entire school.
cheesecake,noun,"cheesecake, cheesecakes",73,Tarte au fromage,"The rich, creamy cheesecake was the perfect ending to our dinner."
communicate,verb,"communicate, communicated, communicates, communicating",73,communiquer,We need to communicate our concerns to the team leader immediately.
cough,noun,"cough, coughs",73,toux,The persistent cough racked his body throughout the night.
cripple,verb,"cripple, crippled, cripples, crippling",73,affaiblir,The accident crippled his ability to run.
dozen,numerals,"dozen, dozens",73,dozaines,She bought a dozen numbered tickets for the concert.
fall,noun,"fall, falls",73,l'automne,The falling leaves created a vibrant carpet across the park.
following,adjective,following,73,suivant,The following instructions must be carefully adhered to.
goddamn,interjection,"goddamn, goddam",73,putain,"“Goddamn it, I just spilled coffee all over my new shirt!”"
heel,noun,"heel, heels",73,talon,The runner pounded his heel against the track.
hold,noun,"hold, holds",73,prise,"The museum’s prized possession was the ancient Roman statue, carefully secured in a velvet hold."
lad,noun,"lad, lads",73,garçon,The young lad helped his father carry the groceries inside.
noon,noun,"noon, noons",73,midi,"At noon, the sun shone brightly on the beach."
onion,noun,"onion, onions",73,oignon,The aroma of sautéed onion filled the kitchen.
pound,verb,"pound, pounded, pounding, pounds",73,battre,The chef began to pound the herbs into a fine paste.
relieve,verb,"relieve, relieved, relieves, relieving",73,soulager,The medicine helped to relieve his pain.
saving,noun,"saving, savings",73,épargne,The family’s careful saving allowed them to buy a new car.
scheme,noun,"scheme, schemes",73,schéma,The detective uncovered a complex financial scheme designed to defraud investors.
silence,noun,"silence, silences",73,Silence,The concert hall was filled with a comfortable silence.
skate,verb,"skate, skated, skates, skating",73,glisser,She loves to skate across the frozen pond.
twenty-two,numerals,twenty-two,73,vingt-deux,The baker carefully arranged twenty-two numerals on the cake's frosting.
volunteer,verb,"volunteer, volunteered, volunteering, volunteers",73,bénévoler,She volunteered to help organize the charity event.
application,noun,"application, applications",72,application,The software company received numerous applications for the open position.
cinnamon,noun,"cinnamon, cinnamons",72,cannelle,The warm scent of cinnamon filled the bakery.
coconut,noun,"coconut, coconuts",72,coquelicot,The tropical drink was made with freshly grated coconut.
construction,noun,"construction, constructions",72,construction,The ongoing construction of the new bridge caused significant traffic delays.
curse,verb,"curse, cursed, curses, cursing",72,maudire,He cursed the rain for ruining his picnic.
Easter,proper noun,"Easter, Easters",72,Pâques,We celebrated Easter with a special brunch and new family photos.
ex-girlfriend,noun,"ex-girlfriend, ex-girlfriends",72,ex-petite-amie,"My ex-girlfriend called last night, and it was awkward."
explore,verb,"explore, explored, explores, exploring",72,explorer,We decided to explore the ancient ruins hidden deep within the jungle.
frame,verb,"frame, framed, frames, framing",72,encadrer,He framed a beautiful landscape painting in his living room.
highway,noun,"highway, highways",72,autoroute,The family packed their bags and headed down the highway for their summer vacation.
imply,verb,"imply, implied, implies, implying",72,suggérer,"The evidence did not directly imply guilt, but it strongly suggested a connection."
pottery,noun,"pottery, potteries",72,céramique,The artist’s studio was filled with beautiful pottery.
soak,verb,"soak, soaked, soaking, soaks",72,tremper,The sponge soaked up all the spilled juice.
sticker,noun,"sticker, stickers",72,autocollant,I carefully peeled the colorful sticker off the envelope.
survivor,noun,"survivor, survivors",72,survivant,"The lone survivor emerged from the wreckage, determined to rebuild his life."
task,noun,"task, tasks",72,Tâche,Completing the complex research project was a significant task.
yoga,noun,yoga,72,yoga,My sister’s weekly yoga class helped her manage her stress.
beast,noun,"beast, beasts",71,bête,The wild beast roared in defiance of the approaching hunters.
biology,noun,"biology, biologies",71,biologie,The student’s research focused on the biology of plant adaptation.
carve,verb,"carve, carved, carves, carving",71,sculpter,The artist carefully carved a detailed figure from the block of wood.
destiny,noun,"destiny, destinies",71,destinée,I believe our destiny is to overcome adversity and find happiness.
detention,noun,"detention, detentions",71,rétention,He received detention for skipping class.
direct,verb,"direct, directed, directing, directs",71,diriger,The CEO decided to direct all marketing efforts towards the new product launch.
drill,noun,"drill, drills",71,perceuse,The carpenter used a powerful drill to create the intricate hole in the wood.
firm,adjective,"firm, firmer, firmest",71,solide,The company maintained a firm stance against the proposed changes.
grill,verb,"grill, grilled, grilling, grills",71,griller,Let’s grill some burgers for the barbecue.
potential,adjective,potential,71,Potentiel,The young artist possessed a remarkable potential for success.
rehearsal,noun,"rehearsal, rehearsals",71,Répétition,The actors spent hours in rehearsal preparing for the opening night performance.
related,adjective,related,71,lié,"The evidence suggested a strong connection between the two events, making them closely related."
ribbon,noun,"ribbon, ribbons",71,Ruban,She tied a colorful ribbon around the gift box.
spaghetti,noun,spaghetti,71,spaghetti,The aroma of garlic and tomato sauce filled the kitchen as she twirled the spaghetti around her fork.
stress,verb,"stress, stressed, stresses, stressing",71,soulever,The heavy rain threatened to stress the already weakened bridge.
stuffing,noun,"stuffing, stuffings",71,remoulade,The Thanksgiving dinner was overflowing with delicious stuffing.
surely,adverb,surely,71,certainement,"Surely, it will rain later today."
twenty-three,numerals,twenty-three,71,vingt-trois,He received twenty-three numerals on the exam paper.
drum,noun,"drum, drums",70,tambour,The drummer kept time with a steady beat on his drum.
accountant,noun,"accountant, accountants",70,comptable,The accountant meticulously reviewed the company’s financial records.
chill,verb,"chill, chilled, chilling, chills",70,Se détendre,Let’s just chill out on the beach.
coaster,noun,"coaster, coasters",70,porte-gobelets,He placed the drink on the coaster to protect the wood table.
conditioner,noun,"conditioner, conditioners",70,après-shampoing,"After showering, she applied a generous amount of hair conditioner."
cone,noun,"cone, cones",70,cône,The ice cream cone melted quickly in the summer heat.
deaf,adjective,"deaf, deafer, deafest",70,sourd,The deaf musician struggled to hear the conductor’s instructions.
dismiss,verb,"dismiss, dismissed, dismisses, dismissing",70,rejeter,The professor dismissed the student’s argument as irrelevant.
dive,verb,"dive, dived, dives, diving, dove",70,plonger,"She decided to dive headfirst into the cool, refreshing water."
error,noun,"error, errors",70,erreur,The program displayed a critical error that halted the process.
file,verb,"file, filed, files, filing",70,déposer,Please file the report before the meeting.
fly,noun,"fly, flies",70,oiseau,The swallow was a welcome fly in the summer garden.
hers,function word,hers,70,la,The book was clearly hers.
jewelry,noun,"jewelry, jewelries",70,bijoux,Her grandmother’s antique jewelry box held a collection of glittering necklaces and bracelets.
mercy,noun,"mercy, mercies",70,pitié,"Despite his crimes, a plea for mercy echoed through the courtroom."
naturally,adverb,naturally,70,naturellement,The cat jumped down from the fence naturally.
nickel,noun,"nickel, nickels",70,Nickel,The old man carefully polished the antique nickel coin.
object,noun,"object, objects",70,objet,He examined the strange object carefully on the table.
scissors,noun,scissors,70,ciseaux,I used the scissors to cut the ribbon.
secretly,adverb,secretly,70,secrètement,"She smiled secretly, hoping no one would notice her excitement."
smack,verb,"smack, smacked, smacking, smacks",70,fouetter,He gave the dog a smack on the nose for misbehaving.
supportive,adjective,supportive,70,soutien,Her family was incredibly supportive during her challenging time.
suspect,noun,"suspect, suspects",70,suspect,The police considered the shadowy figure a suspect in the robbery.
tick,verb,"tick, ticked, ticking, ticks",70,battre,The clock ticked loudly in the silent room.
waffle,noun,"waffle, waffles",70,gaufre,I topped my waffle with fresh berries and maple syrup.
way,adverb,way,70,manière,He navigated the complex maze in a clever way.
wicked,adjective,"wicked, wickeder, wickedest",70,méchant,The wicked stepmother plotted to ruin her stepdaughter’s life.
wisdom,noun,"wisdom, wisdoms",70,sagesse,Her years of experience had granted her a profound sense of wisdom.
woo,interjection,woo,70,Wou,“Woo! I can’t believe we won!”
essay,noun,"essay, essays",70,essai,She spent the afternoon writing a thoughtful essay on the impact of climate change.
land,noun,"land, lands",69,terre,The farmer carefully plowed the fertile land.
audition,verb,"audition, auditioned, auditioning, auditions",69,auditionner,The actress auditioned for the lead role in the play.
butler,noun,"butler, butlers",69,valet,The butler served the evening meal with impeccable grace.
cash,verb,"cash, cashed, cashes, cashing",69,encaisser,He cashed the check promptly.
deadly,adjective,deadly,69,mortel,The blizzard created a deadly landscape of ice and snow.
delicate,adjective,delicate,69,délicat,"The porcelain doll was a delicate treasure, easily broken with a rough touch."
document,noun,"document, documents",69,document,The lawyer meticulously reviewed the legal document before presenting it in court.
emotionally,adverb,emotionally,69,émotionnellement,She reacted emotionally to the heartbreaking news.
establish,verb,"establish, established, establishes, establishing",69,établir,The company worked hard to establish a strong presence in the new market.
flute,noun,"flute, flutes",69,flûte,The musician brought his beautiful flute to the concert.
gorilla,noun,"gorilla, gorillas",69,gorille,The massive gorilla lumbered through the dense jungle.
groom,noun,"groom, grooms",69,marié,The groom adjusted his tie nervously before the ceremony.
horror,noun,"horror, horrors",69,horreur,The film was filled with scenes of pure horror.
humanity,noun,"humanity, humanities",69,l'humanité,The preservation of humanity’s cultural heritage is a global responsibility.
maker,noun,"maker, makers",69,fabricant,The skilled clock maker painstakingly assembled each intricate gear.
martini,noun,"martini, martinis",69,Martini,"He ordered a classic martini, shaken not stirred."
mud,noun,"mud, muds",69,boue,The little boy was covered in mud after playing in the garden.
needy,adjective,"needy, needier, neediest",69,avaissee,His constant requests for attention made him seem incredibly needy.
psychic,noun,"psychic, psychics",69,psychique,Her psychic abilities allowed her to sense his hidden anxieties.
reduce,verb,"reduce, reduced, reduces, reducing",69,réduire,We need to reduce our carbon footprint.
retarded,adjective,retarded,69,retardé,"His sudden, impulsive decision seemed utterly retarded by the carefully laid plans."
return,noun,"return, returns",69,retour,The hiker’s return journey was filled with breathtaking views.
rod,noun,"rod, rods",69,barre,The fisherman cast his long rod into the river.
rubber,noun,"rubber, rubbers",69,caoutchouc,The child squeezed the bouncy rubber ball.
rug,noun,"rug, rugs",69,tapis,The worn rug covered the entire floor of the living room.
steer,verb,"steer, steered, steering, steers",69,diriger,The captain was able to steer the ship through the storm.
symbol,noun,"symbol, symbols",69,symbole,The dove is a universal symbol of peace.
testify,verb,"testify, testified, testifies, testifying",69,témoigner,The witness was expected to testify about the events of the night.
thirsty,adjective,"thirsty, thirstier, thirstiest",69,soif,The hiker was incredibly thirsty after his long trek.
traditional,adjective,traditional,69,traditionnel,The festival maintained its traditional customs and rituals.
try,noun,"try, tries",69,essai,Let’s give this new software a try.
twin,adjective,twin,69,jumeau,The twin brother’s unsettling gaze mirrored the twin sister’s fear.
succeed,verb,"succeed, succeeded, succeeding, succeeds",69,réussir,He worked tirelessly and hoped to succeed in completing the project on time.
mob,noun,"mob, mobs",69,la foule,"The mob surged through the streets, blocking all traffic."
basic,adjective,basic,68,fondamental,The course covered only the basic principles of economics.
behalf,noun,"behalf, behalves",68,au nom de,The committee spoke on my behalf.
booty,noun,"booty, booties",68,fesse,She admired the beautiful view of the mountain booty.
bridesmaid,noun,"bridesmaid, bridesmaids",68,damoiselle,The bride chose her best friend to be a beautiful bridesmaid at the wedding.
chore,noun,"chore, chores",68,tâche,Doing the dishes is my least favorite chore.
coin,noun,"coin, coins",68,pièce,He flipped the coin to decide who would go first.
correct,verb,"correct, corrected, correcting, corrects",68,corriger,Please correct the errors in your essay before submitting it.
crowded,adjective,crowded,68,bondé,"The concert venue was incredibly crowded, making it difficult to move around."
envelope,noun,"envelope, envelopes",68,enveloppe,She carefully placed the letter inside the envelope.
exciting,adjective,exciting,68,passionnant,The climb up the mountain was an exciting adventure.
greetings,interjection,greetings,68,Bonjour,"“Greetings, it’s wonderful to see you!”"
living,noun,"living, livings",68,vivant,The living room was filled with vibrant paintings.
medication,noun,"medication, medications",68,médicament,The doctor prescribed a new medication to help manage her symptoms.
necessarily,adverb,necessarily,68,nécessairement,"He wouldn’t apologize, and regrettably, he wasn’t necessarily telling the truth."
organize,verb,"organize, organized, organizes, organizing",68,organiser,Please organize your desk before you start working.
overreact,verb,"overreact, overreacted, overreacting, overreacts",68,surréagir,"She overreacted to the minor criticism, blowing it completely out of proportion."
pageant,noun,"pageant, pageants",68,représentation,The beauty pageant was a dazzling spectacle of talent and poise.
press,noun,"press, presses",68,presse,The journalist used his press pass to gain access to the exclusive event.
principle,noun,"principle, principles",68,principe,Upholding honesty is a fundamental principle of my work.
rabbi,noun,"rabbi, rabbis",68,rabbi,The rabbi offered wise counsel to the troubled congregation.
reward,verb,"reward, rewarded, rewarding, rewards",68,Récompenser,The company rewarded its employees for exceeding sales targets.
sneeze,verb,"sneeze, sneezed, sneezes, sneezing",68,éternuer,She sneezed loudly after the dust particles floated through the air.
tasty,adjective,"tasty, tastier, tastiest",68,délicieux,The chocolate cake was incredibly tasty.
tobacco,noun,"tobacco, tobaccoes, tobaccos",68,tabac,The aroma of burning tobacco filled the air.
volunteer,noun,"volunteer, volunteers",68,bénévolat,The local soup kitchen relied on the dedication of its many volunteers.
whee,interjection,whee,68,Wouah,“Whee!” she shouted with delight as the swing carried her higher.
facility,noun,"facility, facilities",68,établissement,The hospital’s new facility offered state-of-the-art equipment.
skirt,noun,"skirt, skirts",68,jupe,She wore a beautiful silk skirt to the party.
dedicate,verb,"dedicate, dedicated, dedicates, dedicating",67,dédier,She decided to dedicate her time to volunteering at the animal shelter.
despite,function word,despite,67,malgré,"Despite the rain, we enjoyed our picnic."
download,verb,"download, downloaded, downloading, downloads",67,télécharger,I need to download the latest software update.
fetus,noun,"fetus, fetuses",67,fœtus,"The ultrasound revealed a healthy, developing fetus within the womb."
frighten,verb,"frighten, frightened, frightening, frightens",67,effrayer,The sudden loud noise frightened the small child.
grateful,adjective,grateful,67,reconnaissant,I felt incredibly grateful for their kindness and support.
gravity,noun,"gravity, gravities",67,gravité,The scientist studied the effects of gravity on falling objects.
hail,verb,"hail, hailed, hailing, hails",67,saluer,The soldiers hailed the returning hero with cheers and applause.
handle,noun,"handle, handles",67,poignée,He gripped the doorknob with a firm handle.
hay,noun,"hay, hays",67,foin,The horses eagerly devoured the fresh hay in the pasture.
hideous,adjective,hideous,67,hideux,The gargoyle’s hideous grin sent shivers down my spine.
hobby,noun,"hobby, hobbies",67,loisir,Gardening is my favorite hobby.
legally,adverb,legally,67,Légalement,"The contract was signed legally, ensuring all parties were protected."
lighting,noun,"lighting, lightings",67,l'éclairage,The stage lighting created a dramatic effect.
lobby,noun,"lobby, lobbies",67,зал,The lobbyists argued their case in the crowded lobby.
lung,noun,"lung, lungs",67,poumon,The doctor examined her lung for signs of infection.
musician,noun,"musician, musicians",67,musicien,The talented musician captivated the audience with his soulful performance.
petty,adjective,"petty, pettier, pettiest",67,misérable,His petty arguments about the seating arrangements ruined the entire party.
plot,noun,"plot, plots",67,intrigue,The detective meticulously analyzed the complex plot of the murder.
poison,verb,"poison, poisoned, poisoning, poisons",67,empoisonner,The snake poisoned the mouse with its venom.
presence,noun,"presence, presences",67,Présence,Her calming presence eased everyone’s anxieties.
promotion,noun,"promotion, promotions",67,promotion,The company announced a significant promotion for its top-performing sales team.
radioactive,adjective,radioactive,67,radioactif,The scientist carefully examined the radioactive samples.
relief,noun,"relief, reliefs",67,soulagement,The news of her recovery brought a great sense of relief.
resource,noun,"resource, resources",67,ressource,Water is a vital resource for sustaining life.
sailor,noun,"sailor, sailors",67,matelot,The weary sailor collapsed onto the deck after a long day at sea.
sober,adjective,"sober, soberer, soberest",67,sobre,"After the party, he felt wonderfully sober and ready for a quiet evening."
sofa,noun,"sofa, sofas",67,canapé,"I sank into the soft sofa, enjoying the afternoon sunlight."
switch,noun,"switch, switches",67,interrupteur,He reached for the switch to turn off the lights.
tavern,noun,"tavern, taverns",67,taverne,The weary travelers sought refuge in the dimly lit tavern.
toaster,noun,"toaster, toasters",67,toasteuse,I used my old toaster to warm up the bread before making a sandwich.
annual,adjective,annual,66,annuel,The company held an annual awards ceremony to recognize employee achievements.
bathe,verb,"bathe, bathed, bathes, bathing",66,se baigner,She likes to bathe in the warm sunlight.
bully,verb,"bully, bullied, bullies, bullying",66,harceler,The school administration worked to bully the student into admitting fault.
burrito,noun,"burrito, burritos",66,burrito,He ordered a large burrito with extra guacamole.
catalog,noun,"catalog, catalogs, catalogue, catalogues",66,catalogue,The bookstore offered a comprehensive catalog of rare first editions.
cheerleader,noun,"cheerleader, cheerleaders",66,animatrice,The energetic cheerleader led the crowd in a spirited chant.
combination,noun,"combination, combinations",66,combinaison,The chef presented a complex flavor combination in his signature dish.
combine,verb,"combine, combined, combines, combining",66,combiner,Please combine the data from the two surveys to get a more accurate picture.
complete,verb,"complete, completed, completes, completing",66,terminer,Please complete the puzzle before moving on to the next step.
conclusion,noun,"conclusion, conclusions",66,conclusion,"After careful consideration of all the evidence, the jury reached a final conclusion."
cotton,noun,"cotton, cottons",66,coton,The comfortable shirt was made of soft cotton.
crab,noun,"crab, crabs",66,crabe,The little boy carefully picked up the crab from the sandy beach.
damage,verb,"damage, damaged, damages, damaging",66,endommager,The storm damage threatened to destroy the old building.
erase,verb,"erase, erased, erases, erasing",66,effacer,Please erase all the mistakes from the document before submitting it.
fairly,adverb,fairly,66,à peu près,The painting was fairly accurate in depicting the scene.
fund,noun,"fund, funds",66,fonds,The charity relied on a generous donation to fund their new community center.
hog,verb,"hog, hogged, hogging, hogs",66,manger,The pig hogged all the best food at the trough.
hurricane,noun,"hurricane, hurricanes",66,ouragan,The hurricane’s fury devastated the coastal town.
July,proper noun,"July, Julys",66,Juillet,"In July, the sunflowers reached their full height."
mansion,noun,"mansion, mansions",66,"Mansion, manoir",The sprawling mansion stood on a hill overlooking the valley.
motorcycle,noun,"motorcycle, motorcycles",66,moto,The rumble of the motorcycle echoed through the valley.
off,adverb,off,66,éteint,The lights were switched off completely.
pigeon,noun,"pigeon, pigeons",66,pigeon,The pigeon landed gracefully on the windowsill.
politics,noun,politics,66,politique,The complexities of international politics often make diplomacy a delicate process.
proper,adjective,"proper, properer, properest",66,approprié,He followed the proper protocol for handling the sensitive documents.
qualify,verb,"qualify, qualified, qualifies, qualifying",66,qualifier,The applicant failed to qualify for the position due to a lack of relevant experience.
receptionist,noun,"receptionist, receptionists",66,réceptionniste,The friendly receptionist greeted each visitor with a warm smile.
recover,verb,"recover, recovered, recovering, recovers",66,se remettre,"After the surgery, the patient began to recover."
release,noun,"release, releases",66,libération,The album’s release was met with immediate critical acclaim.
sarcasm,noun,"sarcasm, sarcasms",66,sarcastie,His sarcastic remark about the rain highlighted his annoyance with the cancelled picnic.
sheriff,noun,"sheriff, sheriffs",66,shérif,"The weary sheriff patrolled the dusty streets, ensuring order in the small town."
shoo,interjection,shoo,66,Allez,"“Shoo,” she said, waving her hand to discourage the persistent dog."
soy,noun,"soy, soya",66,soja,The chef used a generous amount of soy in the marinade.
suspicious,adjective,suspicious,66,suspecte,The detective found the witness’s story suspicious.
sweaty,adjective,"sweaty, sweatier, sweatiest",66,transpirant,The marathon runner was visibly sweaty after the intense heat.
technique,noun,"technique, techniques",66,technique,Her masterful technique allowed her to create incredibly detailed portraits.
thigh,noun,"thigh, thighs",66,ischios,The doctor examined the patient’s thigh for signs of inflammation.
toxic,adjective,toxic,66,toxique,The air in the abandoned factory was thick with a toxic residue.
twenty-seven,numerals,twenty-seven,66,vingt-sept,The detective meticulously examined the twenty-seven numerals etched into the antique safe.
uh-uh,interjection,uh-uh,66,Non,"“Don’t even think about it, uh-uh!”"
vest,noun,"vest, vests",66,veste,He wore a dark brown vest over his suit.
crib,noun,"crib, cribs",66,berceau,The baby spent the afternoon sleeping peacefully in his crib.
amusement,noun,"amusement, amusements",65,divertissement,The children’s delighted laughter was a source of amusement for the onlookers.
average,noun,"average, averages",65,moyenne,The average rainfall in Seattle is quite low.
backpack,noun,"backpack, backpacks",65,sac à dos,He hoisted his heavy backpack onto his shoulders before starting the hike.
balance,noun,"balance, balances",65,Équilibre,Maintaining a healthy diet is key to achieving a good physical balance.
beverage,noun,"beverage, beverages",65,boisson,I ordered a refreshing iced tea as a summertime beverage.
boxer,noun,"boxer, boxers",65,boxeuse,The skilled boxer expertly dodged his opponent’s powerful jabs.
confession,noun,"confession, confessions",65,confession,His final confession revealed a lifetime of deceit.
deeply,adverb,"deeply, deeplier, deepliest",65,profondément,She felt deeply saddened by the news.
fabric,noun,"fabric, fabrics",65,tissu,The artist used a vibrant silk fabric to create the backdrop for her painting.
herpes,noun,"herpes, herpeses",65,Herpès,The doctor diagnosed her with herpes.
hobo,noun,"hobo, hoboes, hobos",65,gitan,"The weary hobo slept beneath the overpass, hoping for a kind stranger."
host,verb,"host, hosted, hosting, hosts",65,organiser,The event organizer hosted a lavish party for the dignitaries.
hybrid,noun,"hybrid, hybrids",65,hybride,"The car manufacturer unveiled its new hybrid model, combining fuel efficiency with powerful performance."
increase,verb,"increase, increased, increases, increasing",65,augmenter,The company hopes to increase its profits this quarter.
meth,noun,"meth, meths",65,méthamine,The police seized a large quantity of the illicit meth during the raid.
prevent,verb,"prevent, prevented, preventing, prevents",65,empêcher,The security system was designed to prevent unauthorized access.
prisoner,noun,"prisoner, prisoners",65,prisonnier,The prisoner awaited a decision regarding his appeal.
protection,noun,"protection, protections",65,protection,The soldiers provided vital protection for the civilians during the conflict.
queer,adjective,"queer, queerer, queerest",65,étrange,The painting’s bizarre composition and unsettling colors made it feel quite queer.
refresh,verb,"refresh, refreshed, refreshes, refreshing",65,rafraîchir,I needed a coffee to refresh my mind.
request,verb,"request, requested, requesting, requests",65,demander,Please request that the report be delivered by tomorrow.
shush,interjection,shush,65,tais-toi,"“Shush,” she whispered, “don’t tell anyone.”"
standard,adjective,standard,65,standard,The company adhered to the highest standard of quality in its products.
strap,verb,"strap, strapped, strapping, straps",65,attacher,Please strap the luggage securely to the overhead bin.
tray,noun,"tray, trays",65,étalage,She carefully placed the dessert on the silver tray.
type,verb,"type, typed, types, typing",65,écrire,Please type your report by the end of the day.
yuck,interjection,yuck,65,Mmmh,"“Yuck, that looks like something I wouldn’t eat.”"
vomit,verb,"vomit, vomited, vomiting, vomits",64,vomir,He vomited after eating the spicy peppers.
academy,noun,"academy, academies",64,académie,The prestigious art academy awarded her a full scholarship.
anus,noun,"anus, anuses",64,anus,The veterinarian carefully examined the dog’s anus for signs of irritation.
babysitter,noun,"babysitter, babysitters",64,baby-sitter,The exhausted parents hired a reliable babysitter to watch their children.
banner,noun,"banner, banners",64,banderole,The victory banner proudly displayed the team’s name.
beneath,function word,beneath,64,sous,The cat slept peacefully beneath the warm blankets.
bid,verb,"bid, bade, bidden, bidding, bids",64,faire une offre,He bid $500 for the antique chair.
bladder,noun,"bladder, bladders",64,vessie,The doctor examined her bladder for any abnormalities.
cult,noun,"cult, cults",64,culte,The band’s early albums garnered a fervent cult following.
dealer,noun,"dealer, dealers",64,quincaillier,The auto dealer offered a wide selection of new and used vehicles.
flesh,noun,"flesh, fleshes",64,chair,The sculptor meticulously carved the statue’s flesh.
fulfill,verb,"fulfill, fulfilled, fulfilling, fulfills",64,répondre,The company hopes to fulfill its promise of excellent customer service.
heck,interjection,heck,64,Zut,"“Heck, I completely forgot about the meeting!”"
hint,noun,"hint, hints",64,indice,The detective followed a subtle hint about the suspect’s whereabouts.
hump,verb,"hump, humped, humping, humps",64,seuil,He tried to hump over the fallen log.
identify,verb,"identify, identified, identifies, identifying",64,identifier,The detective needed to identify the suspect’s fingerprints at the crime scene.
intimidate,verb,"intimidate, intimidated, intimidates, intimidating",64,effrayer,The towering figure’s presence seemed designed to intimidate the nervous witnesses.
leather,noun,"leather, leathers",64,cuir,The old armchair was upholstered in supple leather.
list,verb,"list, listed, listing, lists",64,Établir,The committee listed the priorities for the upcoming year.
madness,noun,"madness, madnesses",64,folie,His laughter echoed with a chilling madness.
merely,adverb,merely,64,simplement,"He was merely stating a fact, not offering an opinion."
mole,noun,"mole, moles",64,l’échinocorne,"The mole burrowed deeper into the earth, seeking a warmer spot."
Nazi,proper noun,"Nazi, Nazis",64,Nazis,The Nazi regime’s actions led to widespread devastation during World War II.
passionate,adjective,passionate,64,passionné,Her passionate speech moved the entire audience to tears.
post,noun,"post, posts",64,message,I left a thoughtful post on the online forum.
program,verb,"program, programmed, programming, programs",64,programmer,The software team will program the new features for the upcoming release.
rap,noun,rap,64,rap,The rapper’s rapid-fire rap captivated the entire crowd.
recent,adjective,"recent, recenter, recentest",64,récent,The recent rainfall has caused significant flooding in the area.
satellite,noun,"satellite, satellites",64,satellite,The satellite provided a crucial signal for the emergency rescue team.
shampoo,noun,"shampoo, shampoos",64,shampoing,I bought a large bottle of shampoo to wash my hair.
share,noun,"share, shares",64,actions,The company’s success was built on a willingness to share its innovative actions.
sink,noun,"sink, sinks",64,lavabo,I left my toothbrush floating in the bathroom sink.
sleepy,adjective,"sleepy, sleepier, sleepiest",64,somnolent,The kitten was wonderfully sleepy after a long afternoon of playing.
smug,adjective,"smug, smugger, smuggest",64,arrogant,He wore a smug expression after acing the exam.
spray,verb,"spray, sprayed, spraying, sprays",64,vaporiser,He sprayed the perfume all over his jacket.
straw,noun,"straw, straws",64,paille,She used a straw to drink her smoothie.
supermarket,noun,"supermarket, supermarkets",64,supermarché,We went to the supermarket to buy groceries for the week.
tend,verb,"tend, tended, tending, tends",64,tendre,The dog tends to bark at strangers.
twenty-one,numerals,twenty-one,64,vingt-et-un,"The gambler nervously checked his cards, hoping for twenty-one (numerals) before his opponent’s turn."
umbrella,noun,"umbrella, umbrellas",64,parapluie,I grabbed my umbrella before stepping out into the rain.
wrestler,noun,"wrestler, wrestlers",64,luchador,The former wrestler dominated the match with powerful takedowns.
bud,noun,"bud, buds",64,bourgeon,He carefully nurtured a tiny bud into a beautiful rose.
boner,noun,"boner, boners",64,Frottement,"His sudden, intense boner made him jump."
riot,noun,"riot, riots",64,émeute,The riot erupted after the controversial verdict.
blast,verb,"blast, blasted, blasting, blasts",63,Exploser,The fireworks blasted across the night sky.
chess,noun,chess,63,échecs,He spent the afternoon engrossed in a challenging game of chess.
chin,noun,"chin, chins",63,menton,He stroked his chin thoughtfully before answering the question.
clip,noun,"clip, clips",63,agraffe,He used a paper clip to hold the report together.
concept,noun,"concept, concepts",63,concept,The core concept of the theory was surprisingly simple.
core,noun,"core, cores",63,noyau,The company’s success rested on its core values.
deed,noun,"deed, deeds",63,acte,Completing the charitable deed brought her immense satisfaction.
destruction,noun,"destruction, destructions",63,destruction,The hurricane wrought widespread destruction across the coastal town.
display,noun,"display, displays",63,exposition,The museum’s impressive collection of ancient pottery was a stunning display.
DNA,abbreviation,DNA,63,ADN,Scientists analyzed the patient’s DNA to determine the cause of the illness.
eighth,numerals,"eighth, eighths",63,huitième,"She finished eighth in the marathon, a remarkable achievement considering the competition."
eliminate,verb,"eliminate, eliminated, eliminates, eliminating",63,éliminer,The company’s strategy was to eliminate all redundant departments.
goose,noun,"goose, geese",63,oie,The sudden honk of the goose startled the hikers.
homosexual,noun,"homosexual, homosexuals",63,homosexuel,The activist dedicated his life to advocating for the rights of homosexual individuals.
invention,noun,"invention, inventions",63,invention,The smartphone was a revolutionary invention that transformed communication.
marathon,noun,"marathon, marathons",63,Marathon,The marathon runner pushed through the final miles of the grueling race.
meaning,noun,"meaning, meanings",63,sens,The underlying meaning of the poem was lost on most of the audience.
minus,function word,"minus, minuses",63,moins,"The score was 3-1, a difference of minus two points."
ouch,interjection,ouch,63,Aïe,"“Ouch, I stubbed my toe!”"
paperwork,noun,paperwork,63,paperasserie,The mountain of paperwork threatened to overwhelm the entire office.
physical,noun,"physical, physicals",63,physique,The doctor examined the patient’s physical condition.
pilgrim,noun,"pilgrim, pilgrims",63,pèlerin,"The weary pilgrim stumbled onward, seeking solace in the ancient cathedral."
pitch,noun,"pitch, pitches",63,intonation,The speaker’s forceful pitch captivated the entire audience.
plug,verb,"plug, plugged, plugging, plugs",63,brancher,Please plug the device into the wall outlet.
psst,interjection,psst,63,Hé,"“Psst, come closer, I’ve got a secret.”"
replacement,noun,"replacement, replacements",63,Remplacement,The faulty engine required a critical replacement.
review,verb,"review, reviewed, reviewing, reviews",63,examiner,The auditor will review the company’s financial records.
